,民國101年11月,,,,,,,Nov-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
08060P元大CV,6969640,5924000,334,1.18,1.13,1.15,1.43,11月1日,0.99,11月9日
08061P工銀BZ,3883810,4322000,106,0.9,0.88,0.82,0.99,11月1日,0.27,11月30日
08062P工銀CA,8569330,6301000,104,1.36,1.34,0.79,1.67,11月1日,0.79,11月30日
08063P工銀CB,5959490,8851000,212,0.67,0.64,0.25,0.97,11月1日,0.25,11月30日
08064P康和LN,98200,79000,6,1.24,1.2,1.01,1.28,11月5日,1.01,11月28日
08065P日盛Z9,667460,757000,25,0.88,0.89,0.96,1.04,11月1日,0.78,11月7日
08066P日盛AA,10059800,5968000,188,1.69,1.66,1.67,2.08,11月1日,1.47,11月12日
08067P大華9G,895420,2318000,130,0.39,0.39,0.2,0.65,11月5日,0.2,11月30日
08068P大華9H,536670,436000,34,1.23,1.15,0.78,1.48,11月13日,0.78,11月29日
08069PL6富邦,342090,243000,5,1.41,1.29,1.04,1.58,11月22日,1.04,11月29日
08070PL8富邦,669240,594000,12,1.13,1.1,1.12,1.22,11月9日,1.09,11月9日
08071PM1富邦,9132070,5545000,186,1.65,1.6,1.5,1.9,11月21日,1.36,11月9日
08072P國泰4P,4756210,3242000,51,1.47,1.51,1.23,1.7,11月21日,1.2,11月27日
08073PC1元富,1176700,1452000,52,0.81,0.82,0.74,1.05,11月1日,0.71,11月23日
08074PC4元富,1501200,1226000,32,1.22,1.17,0.96,1.33,11月15日,0.96,11月27日
08075PC5元富,15079320,6512000,292,2.32,2.29,1.33,2.89,11月1日,1.3,11月30日
08076PC6元富,1228460,2667000,77,0.46,0.46,0.34,0.65,11月8日,0.32,11月26日
08077P元大DB,2526450,3373000,68,0.75,0.76,0.69,0.93,11月5日,0.63,11月13日
08078P元大DC,1182940,1088000,24,1.09,1.09,1.06,1.19,11月21日,1,11月6日
08079P元大DD,891010,1050000,23,0.85,0.81,0.61,0.97,11月1日,0.6,11月30日
08080P元大DE,804360,720000,44,1.12,1.12,0.79,1.42,11月1日,0.79,11月30日
08081P元大DF,1799920,1604000,91,1.12,1.14,0.78,1.44,11月1日,0.78,11月30日
08082P元大DG,12559800,11656000,466,1.08,1.22,0.82,1.53,11月1日,0.82,11月30日
08083P44群益,13725300,15853000,349,0.87,0.85,0.76,1.04,11月21日,0.68,11月23日
08084P45群益,833470,584000,40,1.43,1.33,1.27,1.62,11月1日,1.2,11月16日
08085P46群益,14356060,4574000,313,3.14,3.01,2.24,4.01,11月5日,2.2,11月29日
08086P49群益,14553950,12161000,183,1.2,1.2,0.97,1.32,11月19日,0.95,11月29日
08087P永豐4D,337380,421000,35,0.8,0.82,0.71,0.96,11月1日,0.7,11月30日
08088P日盛AD,2535900,2240000,96,1.13,1.06,0.69,1.45,11月1日,0.68,11月30日
08089P大華9M,322790,310000,27,1.04,1.01,0.87,1.1,11月22日,0.87,11月30日
08090P元大DJ,751200,820000,17,0.92,0.92,0.93,0.98,11月22日,0.86,11月12日
08091P統一LE,2496280,2244000,32,1.11,1.05,0.8,1.16,11月16日,0.8,11月30日
08092P統一LF,2270920,2508000,134,0.91,0.92,0.7,1.2,11月1日,0.65,11月30日
08093P統一LH,1272670,655000,26,1.94,1.96,1.72,2.26,11月6日,1.69,11月26日
08094P國泰4Q,724750,550000,104,1.32,1.32,1.22,1.47,11月13日,1.22,11月27日
08095P國泰4R,6543650,2430000,198,2.69,2.59,2.61,3.43,11月1日,2.24,11月9日
08096P國泰4S,1983090,3003000,81,0.66,0.68,0.62,0.86,11月1日,0.6,11月14日
08097P永豐4I,681480,631000,44,1.08,1.06,0.94,1.17,11月22日,0.91,11月9日
08098P永豐4J,1482590,1974000,19,0.75,0.72,0.55,1.04,11月1日,0.55,11月27日
08099P永豐4L,1242120,1558000,51,0.8,0.79,0.69,0.86,11月1日,0.69,11月30日
08100PC9元富,5547540,3351000,124,1.66,1.64,1.42,1.87,11月22日,1.4,11月30日
08101PD2元富,67612150,23969000,482,2.82,2.72,1.87,3.54,11月6日,1.84,11月30日
08102P國票NW,1208350,1337000,52,0.9,0.9,0.81,0.99,11月5日,0.81,11月28日
08103P日盛AE,2352800,3039000,159,0.77,0.76,0.67,0.95,11月1日,0.67,11月29日
08105P日盛AG,1326000,1142000,44,1.16,1.15,1.04,1.33,11月1日,1.04,11月23日
08106P日盛AH,131750,127000,17,1.04,1,0.87,1.11,11月1日,0.87,11月29日
08107P52群益,12302960,5466000,126,2.25,2.22,1.87,2.57,11月22日,1.83,11月30日
08108P53群益,499900,298000,6,1.68,1.88,1.52,2.02,11月5日,1.51,11月30日
08109P工銀CD,199490,158000,16,1.26,1.36,0.91,1.67,11月6日,0.9,11月29日
08110P元大DN,566390,657000,33,0.86,0.83,0.78,0.92,11月21日,0.75,11月9日
08111P國泰4V,946640,1317000,42,0.72,0.72,0.55,0.89,11月1日,0.55,11月30日
08112P統一LP,2392190,2373000,75,1.01,0.98,0.85,1.1,11月1日,0.84,11月7日
08114P統一LR,289940,272000,24,1.07,1.08,0.98,1.21,11月1日,0.89,11月9日
08115P兆豐LJ,4148900,2964000,121,1.4,1.46,1.2,1.71,11月6日,1.17,11月30日
08116P兆豐LK,2659950,3099000,63,0.86,0.88,0.66,1.09,11月6日,0.66,11月26日
08117P永豐4T,2907230,2801000,62,1.04,1.04,0.86,1.19,11月1日,0.86,11月30日
08118P永豐4U,574250,542000,19,1.06,0.98,0.79,1.1,11月1日,0.79,11月30日
08119P永豐4V,3901020,3748000,240,1.04,1.04,0.85,1.22,11月8日,0.83,11月30日
08120P工銀CE,1200,2000,1,0.6,0.6,0.6,0.6,11月8日,0.6,11月8日
08121P工銀CG,1166750,1314000,49,0.89,0.9,0.69,1.18,11月5日,0.68,11月23日
08122P中信BJ,19680,12000,6,1.64,1.55,1.62,1.9,11月1日,1.4,11月7日
08123P中信BL,2663010,1535000,61,1.73,1.69,1.76,2.17,11月1日,1.53,11月9日
08124PM8富邦,1346370,951000,69,1.42,1.47,1,1.89,11月5日,0.99,11月30日
08125PD3元富,1053250,704000,27,1.5,1.53,1.42,1.74,11月1日,1.37,11月7日
08126PE5元富,900650,1456000,18,0.62,0.66,0.58,0.9,11月1日,0.53,11月15日
08127P元大DS,806070,1134000,20,0.71,0.71,0.62,0.78,11月21日,0.62,11月26日
08128P元大DT,59327960,37066000,1540,1.6,1.67,1,2.67,11月5日,0.95,11月30日
08129PN5富邦,23716150,11303000,379,2.1,2.11,1.26,3.34,11月2日,1.26,11月30日
08130P3T凱基,5051620,3648000,173,1.38,1.41,1.05,2.02,11月15日,1,11月30日
08131P3W凱基,1043970,663000,43,1.57,1.6,1.13,2.15,11月6日,1.13,11月30日
08132P統一LY,9410270,5299000,208,1.78,1.68,1.11,2.1,11月1日,1.08,11月30日
08133P日盛AP,15657020,5324000,307,2.94,2.89,2.52,3.43,11月1日,2.5,11月30日
08134P大華9U,1408770,2473000,209,0.57,0.56,0.63,0.7,11月1日,0.44,11月23日
08135P大華9V,1690370,1866000,27,0.91,0.9,0.77,1.02,11月21日,0.77,11月30日
08136P永豐4W,1755630,1940000,45,0.9,0.9,0.74,0.97,11月22日,0.74,11月26日
08137P61群益,13753930,9607000,580,1.43,1.39,0.76,2.28,11月5日,0.75,11月30日
08138P62群益,3906220,3252000,49,1.2,1.2,0.94,1.34,11月8日,0.94,11月30日
08139P兆豐LT,1489470,1214000,59,1.23,1.22,1.06,1.39,11月22日,1.06,11月30日
08140P兆豐LU,1516830,1662000,33,0.91,0.89,0.77,1.1,11月1日,0.75,11月26日
08141P兆豐LV,269930,474000,18,0.57,0.59,0.53,0.68,11月22日,0.53,11月29日
08142P兆豐LW,864460,864000,21,1,0.95,0.96,1.17,11月1日,0.85,11月9日
08143P兆豐LX,926460,761000,58,1.22,1.18,1.05,1.52,11月15日,0.88,11月2日
08144P兆豐LY,1020420,596000,40,1.71,1.63,1.3,1.97,11月13日,1.14,11月26日
08145P兆豐LZ,45306500,24048000,333,1.88,1.63,1.08,2.38,11月5日,1.02,11月30日
08146P元大DU,583490,366000,38,1.59,1.64,1.18,2.14,11月1日,1.18,11月30日
08147P日盛AU,1226070,1461000,37,0.84,0.81,0.74,0.92,11月21日,0.69,11月7日
08148P永豐4X,2815900,5259000,98,0.54,0.52,0.4,0.67,11月19日,0.39,11月30日
08149P兆豐MC,442350,608000,12,0.73,0.73,0.54,0.89,11月1日,0.54,11月23日
08150P工銀CN,91650,97000,22,0.94,1,0.76,1.27,11月14日,0.7,11月30日
08151P工銀CP,207330,246000,8,0.84,0.83,0.79,0.9,11月20日,0.76,11月26日
08152P工銀CQ,1222470,1205000,22,1.01,1.02,1,1.09,11月2日,0.99,11月26日
08153P工銀CR,1287580,1203000,53,1.07,0.99,0.71,1.24,11月22日,0.71,11月30日
08154P工銀CS,101140,118000,7,0.86,0.98,0.8,1.16,11月8日,0.78,11月30日
08155P元大EB,12060340,3979000,120,3.03,2.85,1.98,3.49,11月15日,1.9,11月30日
08156P元大EC,4909060,7236000,272,0.68,0.67,0.53,1.04,11月1日,0.48,11月30日
08157P元大ED,1667470,2632000,117,0.63,0.66,0.53,0.89,11月1日,0.52,11月29日
08158P68群益,4688100,3356000,61,1.4,1.41,1.08,1.65,11月22日,1.08,11月30日
08159P康和ME,1570770,1325000,96,1.19,1.12,0.77,1.6,11月1日,0.74,11月29日
08160P日盛AY,6318110,4754000,70,1.33,1.4,1.17,1.61,11月2日,1.16,11月30日
08161P日盛AZ,164780,219000,20,0.75,0.72,0.68,0.92,11月1日,0.65,11月7日
08162P日盛BA,13498890,11882000,213,1.14,1.16,0.87,1.45,11月16日,0.85,11月30日
08163P日盛BB,266500,184000,11,1.45,1.43,1.4,1.52,11月13日,1.4,11月21日
08164PG1元富,8750870,2017000,91,4.34,4.16,3.15,4.64,11月21日,3.14,11月30日
08165PG2元富,692840,422000,10,1.64,1.46,1.18,1.69,11月14日,1.18,11月28日
08166PG8元富,174490,151000,16,1.16,1.36,1,1.7,11月1日,0.99,11月30日
08167PH1元富,1056730,1312000,28,0.81,0.81,0.68,0.91,11月21日,0.68,11月26日
08168PH4元富,1293200,1070000,14,1.21,1.33,1.19,1.56,11月15日,1.19,11月29日
08169PN8富邦,50219150,34087000,535,1.47,1.48,1.03,1.95,11月5日,0.97,11月30日
08170PAA富邦,5133340,4666000,104,1.1,1.08,0.94,1.26,11月20日,0.94,11月27日
08171P4J凱基,2888090,4089000,169,0.71,0.73,0.59,0.92,11月5日,0.57,11月30日
08172P4L凱基,2103060,1270000,41,1.66,1.65,1.51,1.82,11月13日,1.51,11月27日
08173P國泰4Y,1005410,1628000,53,0.62,0.65,0.5,0.75,11月22日,0.5,11月30日
08174P日盛BD,489930,531000,13,0.92,0.91,0.88,0.97,11月22日,0.84,11月12日
08175P日盛BE,24200,40000,4,0.6,0.6,0.58,0.65,11月15日,0.58,11月16日
08176P日盛BF,8552300,16564000,810,0.52,0.48,0.38,0.7,11月2日,0.36,11月30日
08177P日盛BG,960920,854000,46,1.13,1.21,0.74,1.79,11月7日,0.74,11月30日
08178P兆豐MW,775550,918000,22,0.84,0.82,0.85,0.92,11月13日,0.72,11月7日
08180P兆豐NF,2163070,1933000,82,1.12,1.08,0.86,1.22,11月16日,0.86,11月29日
08181P兆豐NG,67480,118000,19,0.57,0.5,0.31,0.64,11月1日,0.31,11月28日
08182P兆豐NJ,107200,160000,14,0.67,0.67,0.62,0.75,11月2日,0.6,11月9日
08183P兆豐NL,155750,280000,15,0.56,0.53,0.38,0.61,11月5日,0.38,11月29日
08184P中信BQ,48670,20000,7,2.43,2.43,2.55,2.59,11月22日,2.27,11月12日
08185P中信BR,17250,11000,3,1.57,1.5,1.3,1.66,11月16日,1.3,11月23日
08186P元大EM,191470,240000,19,0.8,0.76,0.51,1.08,11月1日,0.51,11月30日
08187P70群益,112150,110000,4,1.02,1.02,0.95,1.14,11月5日,0.95,11月16日
08188P71群益,5420,4000,2,1.36,1.36,1.46,1.46,11月22日,1.25,11月21日
08189P73群益,593640,645000,17,0.92,0.9,0.88,1.01,11月1日,0.85,11月12日
08190P74群益,69860,108000,7,0.65,0.65,0.52,0.75,11月19日,0.52,11月29日
08191P永豐5E,247430,424000,20,0.58,0.61,0.39,0.81,11月5日,0.37,11月30日
08192P永豐5F,1500220,2384000,56,0.63,0.64,0.6,0.73,11月22日,0.56,11月30日
08193P永豐5G,268500,444000,7,0.6,0.58,0.48,0.62,11月12日,0.48,11月30日
08194P國泰4Z,720400,958000,21,0.75,0.72,0.6,0.81,11月14日,0.6,11月26日
08195P國泰5A,7726260,7552000,288,1.02,0.92,0.61,1.36,11月5日,0.61,11月30日
08196P統一ME,8450,10000,4,0.84,0.84,0.8,0.87,11月19日,0.8,11月27日
08197P日盛BK,7699230,11468000,369,0.67,0.69,0.35,0.9,11月21日,0.35,11月30日
08198P日盛BL,5998440,6344000,193,0.95,0.92,0.64,1.33,11月5日,0.61,11月29日
08199P日盛BM,842020,958000,37,0.88,0.86,0.78,0.95,11月22日,0.78,11月27日
08200P日盛BN,3193360,4164000,175,0.77,0.76,0.6,0.92,11月20日,0.58,11月30日
08201P日盛BP,620430,1145000,20,0.54,0.54,0.63,0.63,11月28日,0.47,11月23日
08202PH9元富,407600,452000,6,0.9,0.93,0.88,0.99,11月22日,0.85,11月26日
08203PJ1元富,1229320,1708000,25,0.72,0.74,0.62,0.8,11月1日,0.62,11月26日
08204PJ6元富,3123210,3298000,57,0.95,0.95,0.96,1.1,11月1日,0.85,11月9日
08206PJ8元富,33705850,35021000,694,0.96,0.93,0.74,1.16,11月19日,0.74,11月30日
08207PJ9元富,253470,225000,26,1.13,1.17,0.98,1.6,11月22日,0.98,11月30日
08208PK1元富,1744370,1772000,46,0.98,0.99,0.91,1.12,11月5日,0.91,11月23日
08209P永豐5J,708230,1426000,64,0.5,0.5,0.25,0.63,11月9日,0.25,11月30日
08210P日盛BS,20397050,6489000,126,3.14,2.96,2.06,3.81,11月7日,2.06,11月30日
08211P日盛BT,3601880,1847000,99,1.95,2.16,1.58,2.92,11月5日,1.49,11月30日
08212P日盛BU,2011910,2773000,69,0.73,0.82,0.48,0.99,11月16日,0.48,11月30日
08213P日盛BV,2153300,1943000,149,1.11,1.05,0.81,1.38,11月5日,0.76,11月30日
08214P永昌LW,284160,372000,21,0.76,0.8,0.72,0.92,11月19日,0.68,11月30日
08215P永昌MM,340380,324000,37,1.05,1.03,0.81,1.2,11月15日,0.81,11月30日
08216P77群益,3277440,2266000,91,1.45,1.38,1.2,1.62,11月16日,1.11,11月9日
08217P78群益,304650,318000,8,0.96,0.89,0.61,1.03,11月21日,0.61,11月30日
08218P79群益,275100,540000,14,0.51,0.5,0.45,0.59,11月22日,0.44,11月27日
08219P永豐5R,70000,100000,3,0.7,0.7,0.71,0.71,11月16日,0.69,11月8日
08220P統一MF,604520,756000,35,0.8,0.8,0.66,0.95,11月16日,0.66,11月30日
08222P元大ES,52410,74000,11,0.71,0.72,0.73,0.77,11月6日,0.67,11月23日
08223P元大ET,19250430,21923000,456,0.88,0.85,0.66,1.04,11月16日,0.64,11月30日
08224P兆豐NM,276060,322000,21,0.86,0.9,0.57,1.18,11月14日,0.57,11月30日
08225P兆豐NN,8563300,10673000,147,0.8,0.79,0.79,0.87,11月13日,0.69,11月23日
08226P兆豐NS,2367360,1583000,43,1.5,1.49,1.44,1.67,11月22日,1.36,11月30日
08227P兆豐I6,3259340,3929000,83,0.83,0.83,0.67,1.5,11月8日,0.67,11月30日
08228P兆豐I7,30960,44000,3,0.7,0.7,0.72,0.72,11月13日,0.68,11月9日
08229P兆豐I8,594890,482000,9,1.23,1.16,0.95,1.34,11月13日,0.95,11月23日
08230P兆豐I9,1618860,1631000,58,0.99,0.97,0.87,1.2,11月21日,0.76,11月30日
08231P國票1A,1885820,1692000,79,1.11,1.12,0.88,1.37,11月6日,0.88,11月30日
08232P康和MG,9063710,2945000,79,3.08,2.81,2,3.52,11月6日,1.99,11月30日
08233P康和ML,27300,60000,2,0.46,0.45,0.34,0.57,11月5日,0.34,11月30日
08234P康和MM,998000,886000,31,1.13,1.05,0.97,1.18,11月16日,0.92,11月27日
08236P亞東H1,4287880,5361000,93,0.8,0.79,0.8,0.9,11月21日,0.68,11月16日
08237P亞東H2,12997860,17172000,442,0.76,0.73,0.54,0.91,11月16日,0.54,11月29日
08238PK4元富,366250,565000,13,0.65,0.63,0.59,0.68,11月19日,0.58,11月23日
08239P永豐5S,2214780,4112000,223,0.54,0.54,0.34,0.77,11月6日,0.33,11月30日
08240P統一MQ,340360,375000,36,0.91,0.86,0.8,1.03,11月6日,0.74,11月26日
08241P統一MR,3538340,5581000,235,0.63,0.52,0.36,0.8,11月7日,0.36,11月30日
08242P統一MS,293320,307000,30,0.96,0.9,0.58,1.34,11月6日,0.58,11月30日
08243PK7元富,636800,813000,40,0.78,0.74,0.44,1.09,11月6日,0.44,11月30日
08244P4U凱基,204240,253000,28,0.81,0.82,0.75,0.89,11月21日,0.75,11月30日
08245P4V凱基,4789110,5415000,99,0.88,0.85,0.76,0.99,11月22日,0.76,11月30日
08246P中信BV,45700,106000,3,0.43,0.5,0.41,0.55,11月21日,0.41,11月30日
08247P兆豐IM,18052280,15986000,531,1.13,1.1,0.85,1.37,11月19日,0.83,11月30日
08248P日盛CD,158840,156000,15,1.02,1.05,0.9,1.2,11月6日,0.9,11月23日
08249P日盛CE,11079120,4317000,66,2.57,2.57,2.32,2.91,11月9日,2.32,11月23日
08250P元大EZ,2324930,2265000,121,1.03,1,0.82,1.14,11月22日,0.82,11月30日
08251P元大FA,2653270,1806000,74,1.47,1.47,1.38,1.57,11月21日,1.37,11月28日
08252PK9元富,1259000,1160000,20,1.09,1.14,0.95,1.28,11月22日,0.92,11月30日
08253P82群益,819060,1183000,48,0.69,0.76,0.63,1.2,11月8日,0.52,11月28日
08254P89群益,11319770,12251000,254,0.92,0.88,0.37,1.28,11月9日,0.36,11月30日
08255P90群益,1247410,700000,60,1.78,1.88,1.42,2.32,11月13日,1.39,11月30日
08256P永豐6A,186120,396000,4,0.47,0.47,0.47,0.47,11月14日,0.47,11月14日
08257P永豐6B,296720,438000,9,0.68,0.7,0.69,0.76,11月13日,0.67,11月15日
08258P永豐6C,150950,210000,9,0.72,0.73,0.67,0.78,11月21日,0.67,11月30日
08259P永豐6D,262750,395000,12,0.67,0.66,0.57,0.72,11月21日,0.57,11月29日
08260P永豐6E,339000,674000,12,0.5,0.51,0.47,0.58,11月19日,0.47,11月30日
08261P永豐6F,614240,878000,28,0.7,0.69,0.68,0.74,11月19日,0.64,11月16日
08262P日盛CH,241900,344000,13,0.7,0.69,0.6,0.76,11月19日,0.6,11月30日
08263PAT富邦,8161990,4848000,181,1.68,1.56,1.22,1.96,11月22日,1.2,11月30日
08264PAU富邦,413220,379000,7,1.09,1.07,0.83,1.17,11月8日,0.83,11月28日
08265PAY富邦,450610,429000,10,1.05,1.04,0.8,1.2,11月13日,0.8,11月29日
08267P中信CB,175100,170000,6,1.03,1.03,1.05,1.05,11月13日,1.01,11月12日
08268P國泰5E,1236300,1427000,62,0.87,0.87,0.74,1.02,11月13日,0.7,11月30日
08269P國泰5F,559850,621000,17,0.9,0.9,0.86,0.95,11月22日,0.86,11月29日
08270P國泰5G,605110,537000,32,1.13,1.14,1.08,1.4,11月19日,0.81,11月12日
08271P國泰5H,218790,297000,3,0.74,0.74,0.67,0.78,11月19日,0.67,11月30日
08272P統一MY,275000,300000,6,0.92,0.89,0.83,0.96,11月9日,0.83,11月12日
08273P統一MZ,2379400,2365000,72,1.01,1,0.9,1.05,11月21日,0.9,11月30日
08274P日盛CM,950940,1659000,87,0.57,0.61,0.4,0.94,11月8日,0.38,11月30日
08275P日盛CN,10119760,10687000,288,0.95,0.95,0.92,1.09,11月22日,0.83,11月16日
08277PBA富邦,5418140,5555000,111,0.98,1.02,0.49,1.37,11月8日,0.49,11月30日
08278PL5元富,744740,570000,19,1.31,1.25,1.12,1.38,11月28日,1.12,11月30日
08279PM1元富,1112940,822000,31,1.35,1.33,1.23,1.46,11月9日,1.23,11月23日
08280PM2元富,44600,30000,3,1.49,1.49,1.41,1.59,11月13日,1.41,11月23日
08281P永豐6G,1857090,2924000,72,0.64,0.7,0.55,0.8,11月21日,0.52,11月30日
08282P永豐6H,72430,85000,10,0.85,0.85,0.82,0.87,11月22日,0.82,11月23日
08283P中信CE,1520020,2609000,93,0.58,0.59,0.39,0.7,11月14日,0.38,11月30日
08284P元大FF,159700,180000,9,0.89,0.94,0.8,1.12,11月15日,0.8,11月27日
08285P元大FG,412330,570000,27,0.72,0.65,0.49,0.92,11月13日,0.49,11月30日
08286P元大FH,3418400,9981000,237,0.34,0.35,0.34,0.39,11月22日,0.3,11月16日
08287P永豐6R,532900,745000,38,0.72,0.66,0.56,0.76,11月15日,0.54,11月29日
08288P永豐6S,994020,1755000,71,0.57,0.56,0.38,0.7,11月13日,0.37,11月30日
08289P元大FN,940070,808000,36,1.16,1.12,0.92,1.29,11月21日,0.91,11月30日
08290PM4元富,26254290,9613000,134,2.73,2.63,2.24,2.89,11月15日,2.24,11月30日
08291PM6元富,1357890,791000,28,1.72,1.57,1.03,1.94,11月13日,1.01,11月29日
08292PM8元富,174860,117000,10,1.49,1.38,1.18,1.57,11月22日,1.18,11月26日
08293P5J凱基,1300760,1265000,50,1.03,1.01,0.92,1.16,11月23日,0.92,11月27日
08294P日盛CU,2637500,2006000,59,1.31,1.27,1.32,1.44,11月22日,1.17,11月12日
08295P日盛CV,6504930,4356000,198,1.49,1.46,1.42,1.83,11月19日,1.02,11月12日
08296P大華07,202950,396000,4,0.51,0.5,0.53,0.54,11月14日,0.48,11月13日
08297P兆豐EF,7518770,6867000,162,1.09,1.08,0.62,1.41,11月15日,0.62,11月30日
08298P中信CH,170600,80000,3,2.13,2.12,2.04,2.24,11月14日,2.04,11月23日
08299PBH富邦,643660,424000,54,1.52,1.7,0.99,2.11,11月21日,0.99,11月30日
08300PBK富邦,1519560,1701000,45,0.89,0.87,0.53,1.14,11月16日,0.53,11月30日
08301PBM富邦,2178740,1464000,45,1.49,1.54,1.49,1.8,11月19日,1.32,11月30日
08302P元大FP,438900,438000,21,1,0.99,0.79,1.14,11月22日,0.79,11月30日
08303P元大FQ,1313190,1701000,47,0.77,0.73,0.53,0.86,11月22日,0.52,11月30日
08304P元大FR,662450,705000,34,0.94,0.92,0.85,0.99,11月12日,0.84,11月27日
08305P元大FS,2402210,3254000,116,0.74,0.74,0.72,0.78,11月19日,0.69,11月29日
08306P元大FT,14804480,8218000,701,1.8,2.06,1.47,2.4,11月14日,1.45,11月30日
08307P元大FU,8741380,10065000,321,0.87,0.87,0.86,1.05,11月19日,0.64,11月12日
08308P日盛DD,3343570,3110000,56,1.08,1.06,0.78,1.2,11月22日,0.78,11月30日
08309P大華10,765670,1458000,83,0.53,0.52,0.36,0.68,11月13日,0.36,11月30日
08312PBX富邦,23031930,8792000,108,2.62,2.66,2.11,3.06,11月20日,2.09,11月30日
08313PBY富邦,167200,160000,5,1.04,1.06,1.08,1.08,11月14日,1.01,11月12日
08315PCC富邦,55240,36000,11,1.53,1.53,1.47,1.62,11月22日,1.47,11月23日
08317P93群益,6095470,3062000,41,1.99,1.99,2,2.03,11月13日,1.93,11月12日
08318P96群益,1058800,1173000,25,0.9,0.96,0.77,1.25,11月14日,0.73,11月30日
08319P97群益,3306430,3062000,50,1.08,1.02,0.88,1.22,11月22日,0.87,11月30日
08320PN6元富,182210,130000,8,1.4,1.37,1.25,1.51,11月15日,1.25,11月23日
08321PN8元富,6883860,7984000,216,0.86,0.9,0.6,1.22,11月13日,0.56,11月30日
08322P5N凱基,109750,142000,6,0.77,0.69,0.51,0.78,11月22日,0.51,11月30日
08323P5P凱基,307530,306000,20,1,1.05,0.82,1.21,11月22日,0.81,11月30日
08324P統一ND,308330,380000,16,0.81,0.8,0.63,0.96,11月13日,0.63,11月29日
08325PCG富邦,1189800,815000,21,1.46,1.43,1.31,1.62,11月21日,1.29,11月30日
08326P兆豐NK,8330000,4725000,181,1.76,1.77,1.69,2.18,11月19日,1.27,11月13日
08327P兆豐NP,20600,20000,2,1.03,1.03,1,1.06,11月13日,1,11月14日
08328P兆豐NQ,44000,40000,2,1.1,1.1,1.08,1.12,11月19日,1.08,11月20日
08329P日盛DE,2014240,2224000,43,0.91,0.93,0.73,1.16,11月22日,0.73,11月30日
08330P康和MU,217160,267000,21,0.81,0.9,0.75,1.09,11月19日,0.75,11月29日
08331P康和NC,463330,248000,11,1.87,2.04,2.05,2.32,11月20日,1.77,11月13日
08332P康和ND,1558420,1061000,26,1.47,1.35,1.14,1.56,11月21日,1.09,11月23日
08333P元大GU,54600,60000,6,0.91,0.91,0.91,0.91,11月22日,0.91,11月22日
08334P元大GV,297710,411000,25,0.72,0.73,0.66,0.88,11月21日,0.61,11月26日
08335P元大GW,3438010,2472000,99,1.39,1.31,1.16,1.7,11月22日,1.14,11月30日
08336P元大GX,651590,748000,29,0.87,0.86,0.74,0.93,11月21日,0.74,11月29日
08337P元大GY,7573930,9073000,274,0.83,0.91,0.79,1.09,11月19日,0.65,11月30日
08338P亞東J7,1487500,1932000,10,0.77,0.76,0.69,0.84,11月21日,0.69,11月23日
08339P亞東J8,18936200,28942000,320,0.65,0.64,0.3,1.76,11月29日,0.3,11月30日
08341P亞東K1,407780,452000,11,0.9,0.98,0.75,1.11,11月20日,0.75,11月30日
08342PAF元富,21167590,10896000,160,1.94,1.87,1.15,2.33,11月16日,1.14,11月30日
08343PAG元富,449320,302000,12,1.49,1.43,1.37,1.56,11月21日,1.35,11月27日
08344PAL元富,2930530,2283000,43,1.28,1.17,0.98,1.33,11月14日,0.94,11月29日
08345PAT元富,1194320,850000,25,1.41,1.19,0.89,1.47,11月21日,0.89,11月30日
08346PAV元富,1282200,1962000,37,0.65,0.61,0.45,0.76,11月21日,0.45,11月30日
08347P5Y凱基,1249090,1242000,44,1.01,0.99,0.77,1.13,11月19日,0.77,11月30日
