,民國101年04月,,,,,,,Apr-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
051399大華EG,577840,1384000,29,0.42,0.45,0.39,0.62,4月13日,0.36,4月30日
05139PFI寶來,584560,2025000,33,0.29,0.25,0.31,0.32,4月9日,0.16,4月2日
051400大華EI,1650630,1253000,13,1.32,1.31,1.27,1.36,4月26日,1.27,4月27日
051401大華EJ,275250,430000,12,0.64,0.71,0.56,0.91,4月13日,0.56,4月26日
051403大華EL,380330,242000,6,1.57,1.57,1.36,1.79,4月13日,1.36,4月30日
051404大華EM,117100,120000,6,0.98,0.97,0.93,1.05,4月13日,0.92,4月24日
051405大華EN,219000,640000,12,0.34,0.34,0.35,0.35,4月30日,0.33,4月26日
051406日盛ZJ,73980,55000,10,1.35,1.35,1.31,1.4,4月25日,1.29,4月24日
051407日盛ZK,22500,22000,9,1.02,1.05,1.1,1.1,4月24日,0.95,4月23日
051408兆豐2T,10950,30000,2,0.36,0.36,0.33,0.4,4月27日,0.33,4月30日
051409兆豐2U,44400,70000,2,0.63,0.63,0.64,0.64,4月25日,0.62,4月24日
051410兆豐2V,1228560,1289000,51,0.95,0.97,0.89,1.24,4月18日,0.88,4月23日
051412兆豐2X,287930,406000,27,0.71,0.64,0.52,0.74,4月19日,0.52,4月30日
051413兆豐2Y,1170620,1841000,40,0.64,0.64,0.56,0.74,4月16日,0.56,4月30日
051414中信44,12940,14000,5,0.92,0.88,0.96,0.99,4月23日,0.73,4月27日
051415中信45,172560,172000,8,1,0.96,0.8,1.07,4月17日,0.8,4月25日
051416中信46,673270,931000,34,0.72,0.68,0.45,1.02,4月13日,0.45,4月30日
051417元富L9,5492140,5983000,77,0.92,0.99,0.73,1.5,4月16日,0.63,4月30日
051418元富M1,5287080,3914000,72,1.35,1.59,1.25,2.2,4月16日,1.12,4月30日
051419元富M2,1609130,924000,51,1.74,1.84,1.18,2.23,4月18日,1.18,4月27日
05141PFM寶來,4450,105000,2,0.04,0.05,0.05,0.05,4月3日,0.04,4月3日
051420元富M3,6769750,7524000,203,0.9,1.01,0.75,1.45,4月16日,0.62,4月30日
051421元富M4,372600,302000,13,1.23,1.19,1.1,1.45,4月26日,1.09,4月20日
051422元富M5,797950,675000,18,1.18,1.16,1.08,1.27,4月16日,1.03,4月24日
051423元富M7,1923920,2700000,72,0.71,0.67,0.45,0.88,4月19日,0.44,4月30日
051425元富M9,41100,60000,2,0.68,0.68,0.68,0.69,4月30日,0.68,4月30日
051426元富N1,609040,853000,20,0.71,0.76,0.84,0.84,4月30日,0.64,4月30日
051427元富N2,11880,12000,2,0.99,0.99,0.92,1.06,4月17日,0.92,4月18日
051428元富N3,355490,391000,15,0.91,0.92,0.84,1.01,4月17日,0.8,4月24日
051429元富N4,13150,20000,15,0.66,0.65,0.6,0.75,4月20日,0.6,4月30日
05142PFN寶來,153500,472000,19,0.33,0.3,0.26,0.45,4月5日,0.22,4月6日
051430康和FD,320180,412000,202,0.78,0.79,0.81,0.81,4月26日,0.74,4月24日
051431康和FE,941550,909000,32,1.04,1.02,0.99,1.25,4月16日,0.88,4月30日
051432康和FF,114800,130000,6,0.88,0.89,0.89,0.9,4月30日,0.88,4月30日
051433康和FG,146170,304000,6,0.48,0.49,0.48,0.53,4月16日,0.48,4月30日
051434康和FH,23300,40000,3,0.58,0.54,0.47,0.7,4月20日,0.46,4月24日
051435兆豐3B,1330,2000,2,0.66,0.66,0.67,0.67,4月27日,0.66,4月23日
051436兆豐3C,2100,2000,1,1.05,1.05,1.05,1.05,4月20日,1.05,4月20日
051437兆豐3D,837380,1219000,50,0.69,0.71,0.54,1.01,4月16日,0.48,4月27日
051438兆豐3E,355410,526000,17,0.68,0.68,0.67,0.7,4月19日,0.64,4月27日
051439兆豐3F,813450,1923000,45,0.42,0.44,0.38,0.59,4月20日,0.37,4月24日
051441兆豐3H,7600,20000,2,0.38,0.38,0.38,0.38,4月30日,0.38,4月30日
051442兆豐3J,14820,20000,10,0.74,0.74,0.79,0.83,4月17日,0.64,4月24日
051443兆豐3K,6750,10000,2,0.68,0.68,0.58,0.77,4月26日,0.58,4月30日
051445兆豐3M,23400,40000,2,0.58,0.58,0.61,0.61,4月25日,0.56,4月24日
051446國泰A3,1037860,1958000,46,0.53,0.57,0.41,0.77,4月17日,0.41,4月27日
051447國泰A4,173620,218000,4,0.8,0.83,0.9,0.9,4月25日,0.72,4月20日
051448國泰A5,1085310,1224000,28,0.89,0.84,0.67,1,4月26日,0.66,4月30日
051449中信47,282300,350000,9,0.81,0.85,0.73,0.97,4月16日,0.73,4月30日
051450富邦24,325580,472000,7,0.69,0.67,0.6,0.74,4月17日,0.6,4月23日
051451富邦25,941690,1195000,58,0.79,0.73,0.66,0.95,4月16日,0.6,4月23日
051452富邦27,207470,236000,12,0.88,0.89,0.9,0.98,4月26日,0.79,4月18日
051453富邦28,78840,86000,3,0.92,0.92,0.84,0.98,4月16日,0.84,4月24日
051454富邦29,25550,21000,5,1.22,1.2,1.1,1.24,4月25日,1.1,4月30日
051455富邦30,1165980,1017000,38,1.15,1.28,1.02,1.85,4月16日,0.93,4月30日
05145P康和K8,1010,101000,2,0.01,0.01,0.01,0.01,4月11日,0.01,4月11日
051461第一1M,11260,20000,3,0.56,0.56,0.57,0.57,4月30日,0.55,4月27日
051462第一1N,1317260,1836000,38,0.72,0.72,0.71,0.79,4月26日,0.65,4月19日
05146485元大,63500,100000,2,0.64,0.64,0.63,0.64,4月26日,0.63,4月27日
05146586元大,366400,211000,17,1.74,1.73,1.7,1.81,4月27日,1.67,4月19日
05146688元大,255430,264000,24,0.97,0.96,0.89,1.07,4月19日,0.89,4月30日
05146890元大,126650,95000,9,1.33,1.35,1.41,1.46,4月25日,1.26,4月30日
0514717C永豐,2060,4000,2,0.52,0.52,0.5,0.53,4月23日,0.5,4月26日
0514747F永豐,15730,26000,2,0.6,0.6,0.62,0.62,4月20日,0.59,4月19日
0514757G永豐,126520,152000,4,0.83,0.82,0.97,0.97,4月30日,0.71,4月20日
0514767H永豐,620,1000,1,0.62,0.62,0.62,0.62,4月19日,0.62,4月19日
051477群益6Q,27349970,10425000,312,2.62,2.98,2.27,4.08,4月17日,1.77,4月30日
051478群益6R,51470,57000,6,0.9,0.84,0.77,0.93,4月18日,0.77,4月26日
051479群益6S,2642300,2078000,64,1.27,1.1,0.83,1.4,4月17日,0.76,4月27日
051480群益6T,60800,70000,2,0.87,0.88,0.83,0.92,4月20日,0.83,4月25日
051481群益6U,32100,20000,2,1.6,1.6,1.58,1.63,4月24日,1.58,4月27日
051482群益6W,129650,110000,7,1.18,1.2,1.09,1.3,4月25日,1.08,4月26日
051483群益6Y,53200,46000,7,1.16,1.12,1.11,1.28,4月25日,0.98,4月24日
051484群益7A,3876370,2500000,32,1.55,1.6,1.55,1.66,4月19日,1.44,4月17日
051485群益7B,648870,507000,19,1.28,1.2,0.71,1.48,4月19日,0.71,4月30日
051486元富N6,2583760,2211000,47,1.17,1.12,1.06,1.24,4月23日,1,4月27日
051487元富N7,589050,990000,12,0.6,0.6,0.6,0.6,4月19日,0.59,4月18日
051488元富N8,158980,184000,7,0.86,0.87,0.74,0.97,4月26日,0.74,4月27日
051489元富AB,18700,23000,2,0.81,0.8,0.7,0.9,4月27日,0.7,4月30日
051490元富AC,227140,162000,13,1.4,1.4,1.44,1.47,4月30日,1.3,4月24日
051491元富AD,186390,218000,4,0.86,0.86,0.82,0.89,4月20日,0.82,4月24日
051493元富AG,316800,297000,3,1.07,1.07,0.98,1.2,4月26日,0.98,4月30日
051494元富AH,20409360,28640000,561,0.71,0.71,0.58,1.03,4月17日,0.48,4月30日
051495凱基DM,142530,129000,4,1.1,1.18,1.07,1.35,4月20日,1.07,4月30日
051496凱基DN,3579030,2778000,103,1.29,1.58,0.98,2.11,4月20日,0.9,4月27日
051497凱基DP,226060,270000,8,0.84,1.08,0.74,1.31,4月17日,0.74,4月30日
051498凱基DR,194590,604000,21,0.32,0.31,0.3,0.36,4月26日,0.28,4月27日
05149P康和L5,3850,385000,7,0.01,0.01,0.01,0.01,4月6日,0.01,4月6日
0515007K永豐,211200,594000,18,0.36,0.41,0.29,0.54,4月17日,0.27,4月30日
0515027M永豐,32460,66000,6,0.49,0.44,0.39,0.52,4月19日,0.39,4月27日
0515037N永豐,374310,666000,23,0.56,0.56,0.54,0.6,4月25日,0.53,4月20日
0515047P永豐,14930,26000,6,0.57,0.6,0.47,0.67,4月17日,0.47,4月27日
0515057R永豐,43590,58000,4,0.75,0.77,0.81,0.81,4月25日,0.72,4月25日
051506中信48,372010,284000,14,1.31,1.31,1.2,1.41,4月26日,1.2,4月27日
051507中信49,244120,268000,10,0.91,0.89,0.8,1.04,4月26日,0.8,4月30日
051508統一G3,940240,886000,14,1.06,0.99,0.85,1.07,4月19日,0.85,4月24日
05150P統一6B,9200,110000,4,0.08,0.09,0.03,0.17,4月5日,0.03,4月9日
051510統一G5,145980,129000,16,1.13,1.12,1.14,1.22,4月20日,1.03,4月18日
051511大華ER,75300,50000,6,1.51,1.5,1.48,1.52,4月23日,1.47,4月30日
051512富邦33,612330,644000,7,0.95,0.94,0.95,1.02,4月26日,0.94,4月26日
051513富邦34,1138050,920000,61,1.24,1.28,1.1,1.48,4月19日,1.03,4月23日
051514富邦35,30400,35000,2,0.87,0.87,0.88,0.88,4月18日,0.86,4月17日
051515富邦36,396950,596000,107,0.67,0.69,0.58,0.9,4月23日,0.52,4月24日
05151693元大,35520,44000,4,0.81,0.81,0.81,0.81,4月26日,0.8,4月25日
05151794元大,784360,704000,15,1.11,1.05,1.09,1.35,4月18日,0.94,4月30日
05151895元大,1866460,1655000,64,1.13,1.21,1.54,1.54,4月30日,0.96,4月23日
05151996元大,793230,1072000,25,0.74,0.75,0.59,0.96,4月19日,0.59,4月30日
05151P統一6C,113250,212000,15,0.53,0.52,0.46,0.62,4月5日,0.46,4月6日
05152097元大,1615820,1228000,14,1.32,1.32,1.29,1.35,4月19日,1.29,4月26日
05152198元大,248950,150000,8,1.66,1.7,1.58,1.88,4月18日,1.57,4月19日
05152299元大,6895250,5363000,145,1.29,1.24,1.03,1.47,4月18日,0.88,4月30日
051523元大1A,826780,835000,28,0.99,0.98,0.97,1.09,4月25日,0.92,4月27日
051524元大1B,157260,196000,15,0.8,0.81,0.86,0.91,4月27日,0.68,4月23日
051525元大1C,610000,644000,16,0.95,0.98,1.09,1.09,4月30日,0.87,4月27日
051526日盛ZM,48160,74000,12,0.65,0.65,0.65,0.68,4月26日,0.62,4月27日
051527日盛ZR,5247070,4626000,68,1.13,0.97,0.31,1.54,4月18日,0.31,4月30日
051528日盛ZS,4450,5000,1,0.89,0.89,0.89,0.89,4月30日,0.89,4月30日
051529國票GA,519810,1327000,40,0.39,0.37,0.23,0.67,4月23日,0.21,4月30日
05152P元大GG,154410,330000,18,0.47,0.44,0.5,0.58,4月5日,0.23,4月2日
051532國票GD,10900,10000,1,1.09,1.09,1.09,1.09,4月30日,1.09,4月30日
051534國票GF,326430,462000,23,0.71,0.76,0.7,0.95,4月19日,0.67,4月24日
051537大眾9N,94800,90000,3,1.05,1.05,0.91,1.2,4月26日,0.91,4月30日
05153P工銀GR,650,20000,2,0.03,0.02,0.01,0.04,4月3日,0.01,4月13日
051540大眾3P,26000,50000,1,0.52,0.52,0.52,0.52,4月27日,0.52,4月27日
051541大眾4P,337360,298000,15,1.13,1.1,1.36,1.36,4月30日,0.83,4月23日
051542凱基DS,554810,827000,50,0.67,0.66,0.51,0.8,4月18日,0.48,4月30日
051543凱基DT,81510,77000,4,1.06,0.91,0.83,1.15,4月26日,0.83,4月30日
051544凱基DU,541560,348000,15,1.56,1.91,1.49,2.24,4月24日,1.37,4月30日
051546元富BE,1032150,1095000,16,0.94,1.14,1.13,1.19,4月25日,0.89,4月30日
051547元富BF,220400,275000,18,0.8,0.96,1.01,1.11,4月20日,0.73,4月27日
051548元富BG,4361340,3295000,185,1.32,1.2,1.43,1.43,4月30日,0.97,4月25日
051549元富BH,442900,565000,13,0.78,0.79,0.83,0.83,4月30日,0.77,4月27日
05154P工銀GS,8160,816000,15,0.01,0.01,0.01,0.01,4月10日,0.01,4月10日
051550元富BM,238760,228000,14,1.05,0.94,1.1,1.12,4月30日,0.74,4月20日
051551元富BP,1073770,1252000,29,0.86,0.82,0.59,0.98,4月25日,0.59,4月30日
051552兆豐3N,109020,130000,11,0.84,0.84,0.8,0.95,4月26日,0.79,4月27日
051553兆豐3P,127060,248000,18,0.51,0.52,0.48,0.57,4月25日,0.46,4月23日
051554兆豐3Q,26560,56000,7,0.47,0.46,0.43,0.52,4月26日,0.43,4月27日
051555兆豐3R,189120,282000,16,0.67,0.66,0.67,0.71,4月26日,0.6,4月23日
051556兆豐3S,242200,310000,30,0.78,0.78,0.73,0.97,4月19日,0.68,4月24日
051557兆豐3T,78150,100000,10,0.78,0.77,0.68,0.9,4月18日,0.68,4月30日
051558兆豐3U,49030,54000,5,0.91,0.92,0.94,0.95,4月25日,0.86,4月27日
051559兆豐3V,14870,21000,2,0.71,0.69,0.67,0.71,4月20日,0.67,4月26日
05155P日盛M6,40,4000,4,0.01,0.01,0.01,0.01,4月13日,0.01,4月13日
051560兆豐3W,461120,829000,28,0.56,0.58,0.56,0.65,4月20日,0.54,4月30日
051567永昌CH,41250,80000,10,0.52,0.49,0.45,0.55,4月18日,0.45,4月30日
051568永昌CJ,371380,646000,100,0.57,0.62,0.48,0.77,4月23日,0.42,4月24日
05156P日盛M7,1713920,3511000,55,0.49,0.45,0.14,0.64,4月5日,0.14,4月13日
051570永昌CL,94500,150000,8,0.63,0.64,0.61,0.67,4月26日,0.61,4月30日
051573永昌CP,10300,20000,2,0.52,0.52,0.49,0.54,4月23日,0.49,4月24日
051574永昌CQ,82650,134000,15,0.62,0.62,0.63,0.7,4月26日,0.55,4月23日
051575群益7G,205050,180000,16,1.14,1.11,1.07,1.24,4月27日,1.07,4月30日
051576群益7H,766080,939000,123,0.82,0.82,0.46,1.16,4月19日,0.46,4月30日
051578群益7J,696640,483000,32,1.44,1.36,1.08,1.58,4月18日,1,4月27日
051579群益7K,250820,263000,27,0.95,0.97,0.91,1.16,4月20日,0.82,4月30日
05157P日盛M8,4800,50000,6,0.1,0.08,0.02,0.22,4月5日,0.02,4月12日
051580群益7L,1198350,637000,39,1.88,2.06,2.07,2.52,4月19日,1.48,4月27日
051581群益7M,1236000,1374000,48,0.9,0.91,0.83,1.04,4月26日,0.79,4月30日
051582群益7N,881920,727000,38,1.21,1.25,1.4,1.4,4月30日,1.08,4月23日
051583群益7P,1309600,1032000,52,1.27,1.34,1.49,1.49,4月30日,1.17,4月20日
0515867X永豐,4160,8000,4,0.52,0.52,0.48,0.56,4月19日,0.48,4月27日
051588富邦38,341630,276000,43,1.24,1.16,0.94,1.37,4月18日,0.84,4月27日
051589富邦39,58360,63000,9,0.93,0.93,0.93,0.98,4月26日,0.9,4月27日
05158P日盛M9,299020,2191000,38,0.14,0.13,0.02,0.24,4月5日,0.02,4月13日
051590富邦40,748440,891000,11,0.84,0.87,0.83,0.94,4月26日,0.77,4月24日
051591富邦41,150750,200000,66,0.75,0.72,0.58,0.85,4月20日,0.58,4月30日
051592富邦42,4902450,6317000,87,0.78,0.8,0.59,0.97,4月19日,0.58,4月30日
051593富邦43,6870,9000,7,0.76,0.75,0.74,0.79,4月27日,0.74,4月30日
051594富邦44,24370,35000,13,0.7,0.73,0.67,0.78,4月19日,0.65,4月27日
051596大華EU,141570,99000,1,1.43,1.43,1.43,1.43,4月30日,1.43,4月30日
051598大華EW,3000,10000,1,0.3,0.3,0.3,0.3,4月27日,0.3,4月27日
05159P日盛N3,210690,302000,23,0.7,0.75,0.58,1.02,4月5日,0.54,4月12日
051600中信51,72830,103000,11,0.71,0.67,0.52,0.78,4月18日,0.52,4月27日
051601富邦46,2376630,2938000,131,0.81,0.76,0.65,0.9,4月27日,0.53,4月30日
051603富邦50,132850,142000,13,0.94,0.93,0.92,0.98,4月26日,0.92,4月30日
051605元富AL,47520,99000,1,0.48,0.48,0.48,0.48,4月27日,0.48,4月27日
051606元富AM,1680020,1340000,62,1.25,1.23,1.1,1.39,4月26日,1.02,4月30日
051609元富AR,1886090,1331000,49,1.42,1.35,1.36,1.58,4月26日,1.17,4月23日
05160P日盛N4,548870,906000,12,0.61,0.56,0.48,0.65,4月3日,0.48,4月10日
051610元富AS,190590,191000,36,1,1.22,0.82,1.5,4月19日,0.74,4月30日
051612元富AV,1610690,1135000,28,1.42,1.42,1.55,1.55,4月30日,1.32,4月25日
051614元富AZ,132000,150000,2,0.88,0.88,0.88,0.88,4月26日,0.88,4月26日
051616大華FA,19300,45000,2,0.43,0.42,0.42,0.43,4月20日,0.42,4月20日
051617大華FD,21200,20000,1,1.06,1.06,1.06,1.06,4月30日,1.06,4月30日
051618大華FE,96400,85000,8,1.13,1.12,1.12,1.14,4月30日,1.11,4月30日
05161P日盛N7,160580,161000,19,1,0.99,0.7,1.24,4月5日,0.7,4月13日
051620群益7S,338370,140000,22,2.42,2.36,2.21,2.85,4月19日,2.14,4月30日
051621群益7V,63630,199000,15,0.32,0.35,0.28,0.42,4月26日,0.25,4月30日
051623群益7X,363360,300000,4,1.21,1.21,1.09,1.33,4月26日,1.09,4月30日
051624群益7Y,440800,692000,40,0.64,0.66,0.72,0.76,4月25日,0.57,4月27日
051625群益7Z,12133690,3629000,82,3.34,3.56,3.04,4.07,4月24日,2.53,4月30日
051626群益8A,5370150,3262000,150,1.65,1.74,1.54,2,4月24日,1.29,4月30日
05162P日盛N8,1600,50000,5,0.03,0.03,0.02,0.04,4月6日,0.02,4月11日
051630國泰A9,303500,275000,16,1.1,1.09,1.17,1.17,4月24日,1.04,4月20日
051631元大1I,5550,10000,2,0.56,0.55,0.55,0.56,4月30日,0.55,4月30日
051632元大1J,817240,842000,25,0.97,0.88,0.77,1.05,4月19日,0.77,4月26日
051633元大1K,101590,172000,24,0.59,0.58,0.53,0.65,4月26日,0.52,4月30日
051634工銀51,83400,80000,4,1.04,1.05,0.84,1.3,4月20日,0.84,4月24日
051635工銀52,2030040,1708000,38,1.19,1.16,1.13,1.29,4月26日,1.12,4月27日
051636工銀53,1531550,1847000,55,0.83,0.77,0.78,0.93,4月27日,0.69,4月23日
051637工銀54,827290,1460000,21,0.57,0.53,0.43,0.62,4月24日,0.41,4月27日
051638工銀55,22390,30000,5,0.75,0.72,0.7,0.9,4月26日,0.7,4月27日
051639工銀56,402190,626000,25,0.64,0.71,0.51,0.91,4月19日,0.48,4月26日
05163PHW群益,28000,80000,1,0.35,0.35,0.35,0.35,4月2日,0.35,4月2日
051640中信53,20832280,10426000,213,2,1.88,0.51,2.73,4月19日,0.5,4月30日
051641中信54,784020,321000,15,2.44,2.77,2.53,3.52,4月20日,1.94,4月27日
051642中信55,8771010,5709000,106,1.54,1.67,1.31,2.13,4月24日,1.06,4月30日
051644亞東12,215000,160000,8,1.34,1.45,1.35,1.55,4月26日,1.32,4月30日
051646亞東14,49600,80000,2,0.62,0.62,0.63,0.63,4月26日,0.61,4月24日
051647凱基DW,611330,1332000,33,0.46,0.53,0.43,0.72,4月20日,0.42,4月30日
051648凱基DX,2859170,1201000,50,2.38,2.45,2.32,2.62,4月25日,1.8,4月27日
05164PHX群益,9200,10000,1,0.92,0.92,0.92,0.92,4月3日,0.92,4月3日
051650統一G7,141450,182000,11,0.78,0.76,0.81,0.83,4月25日,0.68,4月20日
051651統一G8,36230,60000,12,0.6,0.62,0.49,0.71,4月24日,0.47,4月27日
051652統一G9,482200,430000,12,1.12,1.09,0.93,1.18,4月26日,0.93,4月30日
051653元富BR,124000,100000,2,1.24,1.24,1.25,1.25,4月24日,1.23,4月23日
051654元富BS,52500,90000,3,0.58,0.59,0.59,0.59,4月30日,0.57,4月30日
051656元富BU,128400,65000,5,1.98,1.99,2.01,2.08,4月27日,1.83,4月25日
051658元富BX,338950,350000,13,0.97,0.94,0.83,1.08,4月26日,0.83,4月30日
051659元富BY,255700,400000,22,0.64,0.65,0.72,0.74,4月30日,0.55,4月27日
05165PIF群益,1000,100000,2,0.01,0.01,0.01,0.01,4月6日,0.01,4月6日
051660元富BZ,3820,4000,3,0.96,0.96,0.96,0.96,4月26日,0.95,4月25日
051662元富CB,659420,554000,55,1.19,1.13,1.09,1.4,4月26日,1.02,4月24日
051663元富CC,350800,310000,21,1.13,1.15,1.13,1.22,4月27日,1.06,4月30日
051665元富CF,212350,385000,36,0.55,0.53,0.43,0.62,4月24日,0.39,4月27日
051666元富CH,17990,27000,3,0.67,0.69,0.65,0.72,4月26日,0.65,4月30日
051667元富CL,349380,391000,29,0.89,0.89,0.94,0.96,4月26日,0.78,4月23日
051669元富CN,227060,452000,10,0.5,0.52,0.53,0.58,4月25日,0.46,4月24日
05166PIH群益,9490,309000,7,0.03,0.03,0.01,0.05,4月3日,0.01,4月13日
051670兆豐3Z,358490,435000,26,0.82,0.84,0.81,0.91,4月20日,0.77,4月30日
051671兆豐4A,14680,32000,6,0.46,0.48,0.42,0.55,4月25日,0.42,4月30日
051673兆豐4C,21480,27000,4,0.8,0.83,0.92,0.92,4月26日,0.76,4月23日
051674兆豐4D,360700,601000,19,0.6,0.58,0.51,0.62,4月25日,0.51,4月30日
051675兆豐4E,68860,94000,2,0.73,0.7,0.67,0.74,4月25日,0.67,4月30日
051676兆豐4F,17000,50000,1,0.34,0.34,0.34,0.34,4月30日,0.34,4月30日
051677兆豐4G,60950,108000,44,0.56,0.58,0.6,0.62,4月25日,0.52,4月24日
051679元大1N,3068300,1871000,75,1.64,1.56,1.45,1.81,4月20日,1.16,4月30日
05167PBD富邦,329750,197000,8,1.67,1.66,1.76,1.76,4月11日,1.6,4月10日
051680元大1P,6600,10000,1,0.66,0.66,0.66,0.66,4月20日,0.66,4月20日
051681元大1Q,703190,1213000,41,0.58,0.57,0.57,0.63,4月27日,0.5,4月23日
051682富邦51,100750,148000,7,0.68,0.63,0.29,0.83,4月25日,0.29,4月30日
051684富邦54,116100,286000,8,0.41,0.5,0.39,0.6,4月20日,0.39,4月30日
051685富邦55,7500,10000,1,0.75,0.75,0.75,0.75,4月27日,0.75,4月27日
051689國泰02,5200,5000,1,1.04,1.04,1.04,1.04,4月30日,1.04,4月30日
05168PFQ寶來,12550,225000,7,0.06,0.05,0.01,0.09,4月2日,0.01,4月16日
051690中信56,183780,162000,9,1.13,1.17,1.08,1.33,4月25日,1.08,4月27日
051691中信57,400940,208000,4,1.93,1.86,1.86,1.93,4月30日,1.86,4月30日
051692凱基DZ,63800,20000,2,3.19,3.19,3.19,3.19,4月26日,3.19,4月26日
051695日盛ZU,395840,317000,30,1.25,1.16,0.98,1.34,4月24日,0.85,4月30日
051696日盛ZW,2715120,1892000,84,1.44,1.45,1.55,1.58,4月30日,1.19,4月27日
051697日盛ZY,24450,27000,2,0.91,0.86,0.75,0.96,4月26日,0.75,4月27日
051698國票GG,640290,823000,11,0.78,0.78,0.75,0.84,4月25日,0.72,4月27日
05169P元大GN,2446860,5387000,181,0.45,0.45,0.57,0.72,4月5日,0.31,4月19日
051700國票GJ,794560,832000,10,0.96,0.95,0.95,0.96,4月26日,0.95,4月26日
051701國票GK,301010,308000,8,0.98,1.03,1.1,1.1,4月30日,0.92,4月30日
051702大華FH,72430,36000,7,2.01,2,2.13,2.13,4月30日,1.76,4月25日
051703大華FI,269460,308000,5,0.87,0.87,0.82,0.92,4月26日,0.82,4月30日
051704大華FJ,1259800,1694000,42,0.74,0.75,0.72,0.86,4月23日,0.7,4月24日
051705大華FK,390500,360000,11,1.08,1.08,1.08,1.14,4月25日,1.04,4月26日
051706大華FL,1920,2000,1,0.96,0.96,0.96,0.96,4月25日,0.96,4月25日
051707大華FM,14200,20000,2,0.71,0.71,0.74,0.74,4月26日,0.68,4月25日
051708康和FI,120090,129000,5,0.93,0.9,0.91,0.94,4月30日,0.88,4月26日
051709群益8C,45600,50000,4,0.91,0.91,0.93,0.94,4月30日,0.88,4月27日
05170P元大GP,106920,990000,11,0.11,0.12,0.13,0.13,4月5日,0.1,4月3日
051712群益8F,35580,28000,3,1.27,1.27,1.31,1.31,4月27日,1.22,4月25日
051713群益8G,2899890,1730000,99,1.68,1.74,1.67,1.99,4月25日,1.29,4月30日
051714群益8H,99000,198000,2,0.5,0.5,0.5,0.5,4月26日,0.5,4月26日
051715元大1T,32720,100000,9,0.33,0.36,0.32,0.39,4月25日,0.29,4月30日
051716元大1U,683120,704000,19,0.97,0.98,1.05,1.06,4月30日,0.82,4月27日
051717元大1V,923320,1069000,59,0.86,0.87,0.89,1.21,4月23日,0.81,4月24日
051718元大1W,123810,177000,14,0.7,0.69,0.67,0.81,4月26日,0.64,4月27日
051719元大1X,740700,480000,11,1.54,1.55,1.53,1.6,4月27日,1.39,4月25日
05171P元大GQ,4450810,2861000,116,1.56,1.58,1.72,1.79,4月27日,1.4,4月13日
051720元大1Y,705230,683000,13,1.03,1.01,0.67,1.49,4月23日,0.66,4月30日
051722元富CU,13100,10000,2,1.31,1.31,1.35,1.35,4月25日,1.27,4月24日
051723元富CW,18700,20000,2,0.94,0.94,0.9,0.97,4月26日,0.9,4月27日
051724元富CX,9900,20000,2,0.5,0.5,0.47,0.52,4月26日,0.47,4月27日
051725元富CY,77500,80000,8,0.97,0.96,0.92,1.01,4月26日,0.92,4月27日
051726元富CZ,1620,3000,1,0.54,0.54,0.54,0.54,4月25日,0.54,4月25日
051727元富DA,107500,200000,13,0.54,0.55,0.48,0.61,4月27日,0.48,4月30日
051728元富DB,114600,210000,4,0.55,0.56,0.51,0.59,4月24日,0.51,4月30日
05172P統一6F,1143950,1103000,36,1.04,0.92,0.92,1.21,4月5日,0.74,4月2日
051730元富DD,516660,329000,34,1.57,1.46,1.55,1.86,4月27日,1.27,4月26日
051731凱基EE,337830,462000,12,0.73,0.75,0.73,0.77,4月26日,0.73,4月30日
051732凱基EF,261310,255000,30,1.02,1,0.75,1.26,4月25日,0.73,4月30日
051733凱基EG,293060,538000,9,0.54,0.44,0.32,0.66,4月27日,0.32,4月30日
051734凱基EH,62900,100000,3,0.63,0.65,0.62,0.68,4月24日,0.62,4月30日
051735群益8M,55500,45000,6,1.23,1.32,1.53,1.53,4月30日,1.08,4月27日
051737群益8P,64600,70000,4,0.92,0.92,0.94,0.97,4月25日,0.88,4月27日
051739群益8S,7650,15000,1,0.51,0.51,0.51,0.51,4月30日,0.51,4月30日
