,民國101年07月,,,,,,,Jul-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
053965BI元大,6890820,4927000,124,1.4,1.39,1.41,1.5,7月25日,1.3,7月30日
053966BJ元大,1342980,1460000,36,0.92,0.89,0.96,0.96,7月31日,0.83,7月25日
053967BK元大,1288350,1947000,104,0.66,0.71,0.69,0.86,7月12日,0.5,7月24日
053968BL元大,606550,1052000,15,0.58,0.61,0.54,0.75,7月13日,0.54,7月30日
053969BM元大,38650,135000,4,0.29,0.28,0.19,0.33,7月20日,0.19,7月31日
053970BN元大,7693380,16613000,264,0.46,0.58,0.42,0.79,7月12日,0.4,7月31日
053971BT元大,345130,386000,15,0.89,0.96,0.92,1.1,7月12日,0.79,7月25日
053972BU元大,335450,487000,32,0.69,0.68,0.76,0.81,7月11日,0.55,7月25日
053974BW元大,372840,529000,23,0.7,0.72,0.76,0.8,7月19日,0.63,7月26日
053975BX元大,1438320,1217000,26,1.18,1.24,1.56,1.56,7月31日,1.08,7月24日
053976BY元大,519220,2104000,64,0.25,0.27,0.23,0.46,7月11日,0.21,7月26日
053977元富1S,45980,65000,6,0.71,0.71,0.78,0.78,7月30日,0.66,7月16日
053979元富1V,6000,4000,1,1.5,1.5,1.5,1.5,7月30日,1.5,7月30日
053980元富1W,115680,96000,2,1.2,1.2,1.17,1.24,7月12日,1.17,7月13日
053981元富1X,1860040,2276000,35,0.82,0.77,0.62,0.94,7月20日,0.47,7月26日
053982元富1Y,1164410,1344000,24,0.87,0.82,0.79,0.98,7月20日,0.69,7月25日
053983凱基2L,72630,68000,6,1.07,1.03,0.92,1.15,7月20日,0.92,7月25日
053984凱基2N,3221040,1853000,50,1.74,1.69,1.84,1.84,7月31日,1.52,7月23日
053985凱基2P,2812420,4239000,73,0.66,0.58,0.4,1.05,7月11日,0.37,7月27日
053986凱基2Q,98200,160000,6,0.61,0.58,0.44,0.72,7月11日,0.44,7月13日
053987凱基2R,18460,22000,8,0.84,0.81,0.69,1.01,7月12日,0.66,7月16日
053988凱基2S,1919290,2493000,62,0.77,0.8,0.95,1,7月30日,0.65,7月23日
053989大華NJ,2331570,2067000,32,1.13,1.07,1.22,1.22,7月31日,0.94,7月18日
053991大華NM,5258700,5910000,110,0.89,0.94,1.39,1.39,7月31日,0.7,7月23日
053992大華NN,121120,234000,6,0.52,0.62,0.49,0.8,7月12日,0.49,7月31日
053993日盛2G,1384940,2402000,41,0.58,0.61,0.54,0.76,7月12日,0.51,7月23日
053994日盛2H,1415600,1063000,59,1.33,1.22,1.04,1.68,7月12日,0.94,7月27日
053995日盛2J,1764080,1635000,45,1.08,1.01,0.95,1.22,7月18日,0.87,7月25日
053996日盛2K,26670,48000,7,0.56,0.56,0.54,0.59,7月19日,0.54,7月31日
053997工銀G8,2986300,4349000,39,0.69,0.69,0.81,0.81,7月27日,0.59,7月25日
053999群益GV,200750,357000,26,0.56,0.54,0.56,0.58,7月30日,0.49,7月20日
054000國泰95,800700,1200000,26,0.67,0.63,0.51,0.79,7月13日,0.51,7月31日
054003第一3Y,14400,20000,1,0.72,0.72,0.72,0.72,7月20日,0.72,7月20日
054004ID永豐,884530,1858000,51,0.48,0.47,0.46,0.6,7月12日,0.41,7月25日
054006IF永豐,614600,1144000,29,0.54,0.59,0.52,0.77,7月12日,0.47,7月27日
054007IG永豐,178860,488000,13,0.37,0.36,0.3,0.44,7月20日,0.3,7月31日
054008IH永豐,6363200,11667000,157,0.55,0.57,0.63,0.7,7月16日,0.46,7月24日
054009II永豐,1329100,2675000,47,0.5,0.5,0.49,0.59,7月18日,0.44,7月25日
054011永昌FW,61530,216000,18,0.28,0.32,0.3,0.43,7月12日,0.2,7月24日
054012永昌FX,214810,752000,29,0.29,0.27,0.23,0.51,7月12日,0.19,7月25日
054013永昌FY,431350,736000,22,0.59,0.58,0.5,0.7,7月18日,0.5,7月27日
054015亞東46,276120,530000,20,0.52,0.52,0.45,0.7,7月12日,0.44,7月31日
054018富邦FY,182160,239000,6,0.76,0.81,1,1.01,7月31日,0.68,7月23日
054020富邦GC,23000,40000,21,0.58,0.57,0.56,0.59,7月25日,0.56,7月26日
054021富邦GD,500230,656000,11,0.76,0.77,0.8,0.8,7月27日,0.74,7月26日
054022富邦GE,550300,630000,10,0.87,0.94,0.83,1.03,7月19日,0.83,7月26日
054026富邦GJ,288290,258000,13,1.12,1.08,0.89,1.19,7月13日,0.89,7月30日
054027富邦GK,2396700,2088000,83,1.15,1.09,1.24,1.32,7月27日,0.86,7月17日
054028富邦GL,77000,150000,10,0.51,0.51,0.41,0.57,7月20日,0.41,7月26日
054029富邦GM,275800,190000,8,1.45,1.47,1.42,1.67,7月19日,1.24,7月25日
054030凱基2T,38100,30000,1,1.27,1.27,1.27,1.27,7月27日,1.27,7月27日
054031凱基2U,560910,1837000,64,0.31,0.32,0.3,0.39,7月12日,0.26,7月24日
054032凱基2V,1040,2000,1,0.52,0.52,0.52,0.52,7月12日,0.52,7月12日
054033凱基2X,2511660,2272000,48,1.11,1.13,1.06,1.4,7月16日,1,7月26日
054034CB元大,67620,96000,14,0.7,0.73,0.78,0.78,7月31日,0.59,7月25日
054035CC元大,860250,983000,31,0.88,0.94,0.92,1.11,7月19日,0.74,7月26日
054036CD元大,3250,5000,1,0.65,0.65,0.65,0.65,7月13日,0.65,7月13日
054037CE元大,36300,130000,7,0.28,0.28,0.26,0.32,7月17日,0.23,7月24日
054039兆豐88,104940,99000,1,1.06,1.06,1.06,1.06,7月31日,1.06,7月31日
054040兆豐89,9990,17000,8,0.59,0.55,0.7,0.7,7月30日,0.43,7月17日
054042兆豐91,1812580,2479000,40,0.73,0.74,0.94,0.94,7月30日,0.68,7月16日
054043兆豐92,203090,192000,8,1.06,1.09,1,1.16,7月16日,1,7月24日
054044兆豐93,283050,271000,9,1.04,1,1.09,1.09,7月30日,0.93,7月25日
054045兆豐94,37000,80000,3,0.46,0.46,0.45,0.48,7月27日,0.45,7月30日
054046兆豐95,1770,3000,3,0.59,0.59,0.59,0.59,7月30日,0.59,7月30日
054048中信C2,23330,47000,3,0.5,0.5,0.44,0.55,7月27日,0.44,7月30日
054050統一CG,124480,177000,62,0.7,0.76,0.67,0.92,7月19日,0.62,7月25日
054051統一CH,35360,31000,5,1.14,1.15,1.18,1.19,7月31日,1.1,7月25日
054052統一CJ,228320,468000,17,0.49,0.52,0.72,0.72,7月31日,0.39,7月18日
054053元富1Z,76750,72000,15,1.07,1.06,1.04,1.09,7月16日,1.04,7月30日
054054元富2C,105390,102000,7,1.03,1.04,1.15,1.15,7月31日,0.94,7月30日
054055元富2D,242380,318000,6,0.76,0.74,0.84,0.84,7月27日,0.68,7月18日
054056元富2E,1105380,1186000,16,0.93,1.01,0.9,1.11,7月17日,0.9,7月18日
054057元富2F,432320,716000,23,0.6,0.61,0.72,0.77,7月13日,0.47,7月26日
054058元富2G,58900,190000,2,0.31,0.31,0.32,0.32,7月30日,0.3,7月27日
054059元富2H,904630,654000,31,1.38,1.38,1.47,1.56,7月30日,1.26,7月18日
054060元富2J,5869670,5720000,91,1.03,1.05,1.11,1.14,7月30日,0.92,7月25日
054061元富2K,22020,31000,8,0.71,0.69,0.76,0.76,7月30日,0.57,7月26日
054062元富2L,52600,80000,25,0.66,0.66,0.63,0.72,7月18日,0.62,7月19日
054063亞東48,16000,16000,1,1,1,1,1,7月17日,1,7月17日
054064亞東49,92050,150000,9,0.61,0.62,0.57,0.69,7月20日,0.54,7月27日
054065亞東50,54260,65000,11,0.83,0.84,0.81,0.91,7月17日,0.8,7月30日
054066亞東51,100650,163000,8,0.62,0.61,0.65,0.65,7月30日,0.57,7月26日
054067亞東52,502090,1045000,40,0.48,0.5,0.53,0.55,7月27日,0.4,7月25日
054068富邦GP,557420,957000,24,0.58,0.6,0.56,0.73,7月18日,0.55,7月27日
054070富邦GS,200870,172000,32,1.17,1.09,0.97,1.27,7月19日,0.88,7月26日
054071富邦GT,58380,60000,8,0.97,0.97,0.86,1.03,7月19日,0.86,7月27日
054072富邦GV,160600,180000,11,0.89,0.89,0.91,0.92,7月31日,0.82,7月26日
054074兆豐98,35200,80000,3,0.44,0.44,0.45,0.45,7月20日,0.43,7月19日
054075兆豐99,1844540,2679000,56,0.69,0.73,0.88,0.88,7月31日,0.64,7月26日
054076兆豐A1,22870,28000,9,0.82,0.83,0.85,0.87,7月20日,0.78,7月23日
054077兆豐A2,8520,22000,10,0.39,0.42,0.45,0.63,7月17日,0.29,7月24日
054078兆豐A3,97340,175000,11,0.56,0.54,0.54,0.59,7月17日,0.52,7月25日
054079兆豐A4,10920,14000,1,0.78,0.78,0.78,0.78,7月31日,0.78,7月31日
054080兆豐A5,37280,54000,6,0.69,0.66,0.58,0.74,7月30日,0.57,7月31日
054081兆豐A6,768950,920000,20,0.84,0.82,0.86,1.01,7月20日,0.72,7月17日
054082CF元大,13668740,17796000,423,0.77,0.74,0.86,0.9,7月31日,0.64,7月17日
054083CG元大,4638850,4356000,148,1.06,1,1.19,1.2,7月31日,0.87,7月25日
054084CH元大,396000,340000,22,1.16,1.13,1.13,1.2,7月27日,1.1,7月25日
054085IK永豐,2283390,2850000,56,0.8,0.81,0.99,1,7月31日,0.68,7月25日
054086IL永豐,325600,733000,20,0.44,0.43,0.35,0.47,7月19日,0.35,7月25日
054087群益GX,598520,389000,27,1.54,1.47,1.54,1.82,7月27日,1.19,7月18日
054088群益GY,362040,480000,243,0.75,0.76,0.79,0.79,7月19日,0.75,7月18日
054089群益GZ,247780,231000,9,1.07,1.08,1.01,1.15,7月24日,1,7月27日
054090群益HA,2074360,8216000,224,0.25,0.27,0.42,0.46,7月30日,0.16,7月25日
054091群益HB,7887140,4348000,245,1.81,1.82,1.74,2.1,7月19日,1.51,7月24日
054092群益HD,11977420,4846000,192,2.47,2.44,2.62,2.84,7月18日,1.92,7月26日
054093群益HE,578610,275000,18,2.1,2.05,1.94,2.37,7月18日,1.86,7月27日
054094日盛2L,190000,160000,3,1.19,1.18,1.17,1.2,7月18日,1.17,7月18日
054096日盛2Q,1331520,1182000,27,1.13,1.12,1.24,1.26,7月31日,0.95,7月13日
054097日盛2R,161300,260000,7,0.62,0.6,0.57,0.8,7月20日,0.49,7月25日
054098日盛2S,8055120,3455000,147,2.33,2.35,2.23,2.84,7月19日,1.86,7月24日
054100大華NT,945580,712000,128,1.33,1.33,1.54,1.54,7月31日,1.05,7月26日
054101大華NU,1134530,830000,15,1.37,1.36,1.3,1.42,7月17日,1.3,7月24日
054102大華NW,553290,272000,25,2.03,1.94,2.19,2.19,7月30日,1.71,7月25日
054104凱基2Y,1482460,616000,62,2.41,2.48,2.87,2.87,7月31日,2.04,7月25日
054105凱基3A,533470,799000,22,0.67,0.6,0.46,0.8,7月18日,0.4,7月24日
054106工銀G9,1341080,1848000,38,0.73,0.68,0.71,0.85,7月20日,0.54,7月26日
054107兆豐A9,1185950,1437000,66,0.83,0.76,0.8,0.93,7月20日,0.63,7月26日
054108國票JR,543200,784000,11,0.69,0.65,0.67,0.75,7月20日,0.54,7月18日
054109國票JS,1083370,1381000,83,0.78,0.73,0.7,0.89,7月17日,0.61,7月26日
054110國票JT,11500,20000,2,0.58,0.57,0.58,0.58,7月25日,0.57,7月24日
054111IM永豐,270510,476000,9,0.57,0.56,0.53,0.58,7月19日,0.53,7月24日
054112IN永豐,297280,401000,5,0.74,0.72,0.65,0.75,7月16日,0.65,7月26日
054113IP永豐,229940,370000,6,0.62,0.61,0.62,0.63,7月31日,0.59,7月23日
054114IQ永豐,1412100,2001000,102,0.71,0.69,0.8,0.83,7月31日,0.62,7月23日
054115IR永豐,260950,446000,9,0.59,0.57,0.6,0.63,7月19日,0.48,7月25日
054116IU永豐,859440,873000,22,0.98,0.91,1.03,1.03,7月31日,0.61,7月18日
054117國泰98,1215490,1930000,37,0.63,0.63,0.57,0.7,7月20日,0.54,7月31日
054118統一CK,1282030,1315000,68,0.97,1.06,1,1.28,7月19日,0.89,7月24日
054119統一CL,1576340,1840000,44,0.86,0.96,1.32,1.32,7月31日,0.72,7月23日
054120CM元大,738540,1595000,88,0.46,0.46,0.45,0.53,7月18日,0.38,7月24日
054121CN元大,354620,374000,19,0.95,0.94,0.81,1.02,7月20日,0.81,7月30日
054122CP元大,39650,19000,7,2.09,2.02,1.79,2.27,7月19日,1.74,7月30日
054123CQ元大,85980,88000,9,0.98,1.01,0.95,1.16,7月17日,0.91,7月26日
054124CR元大,433200,1068000,43,0.41,0.41,0.42,0.46,7月20日,0.37,7月25日
054125凱基3B,372650,444000,19,0.84,0.83,0.75,0.9,7月20日,0.75,7月31日
054126凱基3C,3547920,3616000,35,0.98,1.04,1.58,1.62,7月30日,0.84,7月18日
054127凱基3D,169820,258000,5,0.66,0.7,0.98,1.02,7月30日,0.59,7月25日
054128凱基3E,280940,562000,16,0.5,0.53,0.56,0.6,7月19日,0.41,7月17日
054129元富2M,20820,21000,3,0.99,0.94,1.03,1.03,7月31日,0.87,7月25日
054130元富2N,312730,191000,10,1.64,1.62,1.82,1.82,7月31日,1.34,7月24日
054131元富2R,258390,297000,3,0.87,0.87,0.87,0.87,7月31日,0.87,7月31日
054132元富2S,128450,271000,15,0.47,0.52,0.51,0.53,7月27日,0.45,7月27日
054133元富2T,17700,30000,2,0.59,0.59,0.58,0.6,7月26日,0.58,7月27日
054135元富2V,81400,110000,3,0.74,0.74,0.74,0.74,7月31日,0.74,7月31日
054136大華1A,295220,365000,7,0.81,0.76,0.82,0.84,7月30日,0.69,7月18日
054137大華1B,8710,11000,2,0.79,0.79,0.79,0.81,7月30日,0.79,7月30日
054138大華1C,66700,100000,10,0.67,0.7,0.71,0.78,7月19日,0.6,7月26日
054139大華1D,2895810,3120000,99,0.93,0.92,1.07,1.1,7月31日,0.8,7月23日
054141中信C4,3164360,3827000,70,0.83,0.8,0.51,1.08,7月20日,0.5,7月30日
054142中信C5,28500,50000,1,0.57,0.57,0.57,0.57,7月31日,0.57,7月31日
054143中信C6,363160,203000,6,1.79,1.76,1.7,1.82,7月19日,1.7,7月31日
054144富邦HA,225450,202000,15,1.12,1.08,1.15,1.17,7月30日,1.01,7月26日
054145凱基3F,93750,70000,12,1.34,1.37,1.27,1.48,7月19日,1.27,7月31日
054146群益HG,1170850,721000,15,1.62,1.66,1.68,1.68,7月31日,1.57,7月31日
054147群益HH,1568280,1628000,39,0.96,0.98,1,1,7月19日,0.95,7月18日
054148群益HI,56610,61000,14,0.93,0.89,0.85,1.1,7月20日,0.8,7月24日
054149群益HJ,5820,4000,2,1.46,1.46,1.34,1.57,7月19日,1.34,7月23日
054150群益HL,87830,107000,24,0.82,0.84,0.85,0.99,7月19日,0.7,7月25日
054151CV元大,260650,448000,206,0.58,0.67,0.89,0.89,7月30日,0.57,7月24日
054152CW元大,10909490,5302000,253,2.06,2.06,2,2.36,7月19日,1.79,7月24日
054154CY元大,1407050,551000,23,2.55,2.61,2.93,2.97,7月30日,2.3,7月18日
054155CZ元大,6457360,5785000,121,1.12,1.16,1.16,1.34,7月19日,1.01,7月24日
054156DJ元大,746370,859000,27,0.87,0.81,0.7,0.93,7月19日,0.7,7月31日
054158DL元大,327670,322000,14,1.02,1.05,1.21,1.21,7月31日,0.89,7月24日
054159DM元大,22720,28000,7,0.81,0.81,0.86,0.86,7月31日,0.74,7月24日
054161DP元大,18500,20000,7,0.92,0.93,0.94,0.97,7月18日,0.87,7月25日
054163日盛2W,76000,80000,7,0.95,0.95,1.02,1.02,7月30日,0.89,7月26日
054165日盛2Y,469760,1270000,45,0.37,0.35,0.2,0.47,7月19日,0.2,7月31日
054166日盛2Z,276130,142000,7,1.94,1.95,1.8,2.2,7月20日,1.75,7月25日
054168康和IK,9225630,6500000,222,1.42,1.39,1.63,1.68,7月31日,1.19,7月23日
054169康和IL,378440,370000,23,1.02,0.99,0.98,1.07,7月20日,0.91,7月25日
054170康和IM,2689160,969000,15,2.78,2.74,2.97,2.99,7月30日,2.36,7月18日
054171IV永豐,189450,245000,10,0.77,0.73,0.71,0.8,7月19日,0.63,7月17日
054172IW永豐,797050,1816000,116,0.44,0.42,0.38,0.56,7月20日,0.3,7月25日
054173IX永豐,216670,312000,9,0.69,0.68,0.66,0.79,7月18日,0.59,7月26日
054175JA永豐,208730,374000,8,0.56,0.57,0.52,0.69,7月20日,0.5,7月25日
054177JC永豐,2261850,3288000,27,0.69,0.68,0.67,0.73,7月19日,0.65,7月18日
054178JD永豐,517110,724000,30,0.71,0.76,0.97,0.97,7月31日,0.59,7月23日
054179元富2X,1052740,1355000,23,0.78,0.8,0.87,0.95,7月30日,0.71,7月20日
054180元富2Y,435070,511000,8,0.85,0.89,1.02,1.02,7月31日,0.82,7月26日
054181元富3A,2928340,2893000,34,1.01,0.94,0.98,1.18,7月17日,0.79,7月26日
054182元富3B,11502430,7169000,132,1.6,1.67,1.64,2.02,7月20日,1.38,7月24日
054183元富3C,2792890,1633000,47,1.71,1.82,1.75,2.1,7月20日,1.49,7月24日
054184元富3J,1033690,1014000,45,1.02,1,1.28,1.28,7月31日,0.81,7月23日
054185元富3K,171660,104000,5,1.65,1.62,1.43,1.76,7月24日,1.43,7月31日
054186元富3M,5224550,6525000,153,0.8,0.81,0.86,1.04,7月18日,0.63,7月26日
054187元富3N,212370,154000,19,1.38,1.4,1.5,1.5,7月30日,1.3,7月24日
054188元富3Q,6312900,4171000,67,1.51,1.51,1.5,1.61,7月27日,1.44,7月26日
054189元富3R,5212240,2528000,74,2.06,2.12,2.12,2.38,7月20日,1.89,7月24日
05418PB4群益,540,54000,2,0.01,0.01,0.01,0.01,7月10日,0.01,7月10日
054190元富3S,872270,574000,8,1.52,1.71,1.52,1.95,7月18日,1.48,7月26日
054191中信C8,124300,60000,7,2.07,2.07,2.11,2.11,7月20日,2.02,7月18日
054192統一CP,4611350,3559000,96,1.3,1.1,1.49,1.66,7月30日,0.9,7月18日
054193統一CQ,105600,120000,2,0.88,0.88,0.88,0.88,7月31日,0.88,7月31日
054194統一CR,1760590,1258000,82,1.4,1.29,1.56,1.56,7月31日,0.97,7月23日
054195兆豐B1,184740,215000,8,0.86,0.87,0.83,0.94,7月19日,0.81,7月25日
054196兆豐B2,500,1000,1,0.5,0.5,0.5,0.5,7月23日,0.5,7月23日
054197兆豐B3,574240,1007000,48,0.57,0.58,0.67,0.67,7月31日,0.5,7月25日
054198兆豐B4,228970,263000,17,0.87,0.83,0.96,0.98,7月31日,0.67,7月24日
054200兆豐B6,608140,1174000,41,0.52,0.54,0.53,0.61,7月19日,0.47,7月24日
054201兆豐B7,1800,6000,1,0.3,0.3,0.3,0.3,7月31日,0.3,7月31日
054202兆豐B8,48200,75000,6,0.64,0.62,0.6,0.69,7月19日,0.6,7月31日
054203兆豐B9,512270,510000,43,1,0.92,1.07,1.07,7月31日,0.67,7月23日
054204兆豐C1,68500,100000,2,0.68,0.68,0.66,0.71,7月20日,0.66,7月23日
054205兆豐C2,26060,39000,3,0.67,0.69,0.69,0.69,7月31日,0.59,7月31日
054206兆豐C3,7170,10000,6,0.72,0.7,0.64,0.79,7月25日,0.64,7月30日
054207兆豐C4,100790,417000,70,0.24,0.25,0.25,0.35,7月19日,0.18,7月26日
054208兆豐C5,288890,726000,22,0.4,0.39,0.39,0.94,7月27日,0.36,7月26日
05420PB8群益,2400,200000,4,0.01,0.03,0.01,0.05,7月2日,0.01,7月4日
054210兆豐C7,14300,26000,11,0.55,0.55,0.58,0.6,7月30日,0.51,7月25日
054213第一4A,48510,99000,1,0.49,0.49,0.49,0.49,7月26日,0.49,7月26日
054215DB元大,2294340,2880000,48,0.8,0.76,0.83,0.86,7月30日,0.7,7月24日
054216DC元大,4000,10000,1,0.4,0.4,0.4,0.4,7月27日,0.4,7月27日
054217DD元大,1102450,1102000,45,1,1.07,0.5,1.42,7月19日,0.5,7月31日
054218DE元大,116230,202000,11,0.58,0.58,0.6,0.65,7月27日,0.5,7月23日
054219元富3E,4904070,5088000,101,0.96,0.88,0.51,1.07,7月24日,0.51,7月31日
054220元富3F,8229510,7071000,375,1.16,0.95,1.3,1.5,7月30日,0.73,7月24日
054221元富3G,6540900,4148000,325,1.58,1.44,1.72,1.74,7月31日,1.24,7月26日
054222凱基3G,45500,40000,3,1.14,1.14,1.14,1.16,7月27日,1.11,7月30日
054223凱基3H,198520,216000,10,0.92,0.91,0.94,1.05,7月30日,0.78,7月26日
054224凱基3J,84760,60000,9,1.41,1.45,1.63,1.65,7月31日,1.3,7月24日
054225凱基3M,251300,185000,7,1.36,1.34,0.97,1.68,7月19日,0.97,7月31日
054226凱基3Q,742280,776000,26,0.96,0.97,0.87,1.1,7月20日,0.81,7月24日
054227凱基3R,2379120,4270000,98,0.56,0.58,0.57,0.67,7月20日,0.51,7月24日
054229國泰B2,8000,30000,3,0.27,0.26,0.26,0.27,7月31日,0.26,7月31日
054230國泰B3,3367870,5310000,162,0.63,0.7,0.36,0.91,7月19日,0.29,7月31日
054231國泰B4,299700,360000,12,0.83,0.87,0.8,0.99,7月19日,0.74,7月25日
054232統一CS,764770,939000,24,0.81,0.76,0.77,0.99,7月19日,0.53,7月24日
054233統一CT,3857680,7836000,210,0.49,0.49,0.57,0.64,7月19日,0.38,7月25日
054234統一CU,1758970,1847000,40,0.95,0.8,0.76,1.07,7月20日,0.63,7月26日
054235統一CX,733990,482000,12,1.52,1.46,1.56,1.62,7月30日,1.28,7月18日
054236日盛3C,6208910,2644000,36,2.35,2.26,2.06,2.82,7月20日,1.91,7月26日
054237日盛3D,479720,363000,9,1.32,1.4,1.65,1.65,7月31日,1.22,7月26日
054239日盛3F,6725220,5130000,109,1.31,1.45,1.81,1.81,7月31日,1.16,7月25日
054240日盛3J,13167160,3231000,108,4.08,5.05,5.4,10.5,7月30日,3.52,7月26日
054241日盛3K,1437610,1359000,19,1.06,1.06,1.09,1.15,7月25日,0.97,7月26日
054242日盛3L,20099290,5206000,110,3.86,3.91,3.81,4.63,7月19日,3.26,7月26日
054243日盛3M,11950,15000,5,0.8,0.8,0.79,0.82,7月27日,0.79,7月30日
054244日盛3N,1053750,766000,59,1.38,1.34,1.6,1.8,7月30日,1.2,7月23日
054245日盛3P,352240,396000,10,0.89,0.88,0.88,0.91,7月27日,0.87,7月30日
054246日盛3Q,347500,500000,6,0.7,0.7,0.72,0.72,7月25日,0.67,7月24日
054247日盛3R,1157820,646000,11,1.79,1.68,0.95,2.11,7月20日,0.95,7月31日
054248日盛3S,199020,116000,6,1.72,2.18,2.5,2.59,7月30日,1.62,7月24日
054249康和IN,6091770,1489000,44,4.09,4.17,4.6,4.62,7月30日,3.62,7月25日
054250大華1F,2296150,2878000,50,0.8,0.86,1.07,1.07,7月30日,0.74,7月25日
054251大華1G,1390250,2653000,119,0.52,0.52,0.53,0.61,7月20日,0.47,7月25日
054252工銀H1,41400,40000,2,1.04,1.04,1.04,1.04,7月27日,1.03,7月25日
054254富邦HB,69040,92000,5,0.75,0.76,0.75,0.81,7月23日,0.72,7月30日
054256富邦HD,511010,623000,13,0.82,0.83,0.83,0.84,7月19日,0.8,7月18日
054258富邦HF,3600,5000,1,0.72,0.72,0.72,0.72,7月30日,0.72,7月30日
054259富邦HH,49530,63000,4,0.79,0.78,0.71,0.89,7月20日,0.71,7月30日
054260永昌GA,2940,6000,3,0.49,0.49,0.56,0.56,7月31日,0.42,7月23日
054261永昌GB,33730,48000,8,0.7,0.68,0.67,0.75,7月20日,0.66,7月25日
054262永昌GC,205430,251000,7,0.82,0.84,0.87,0.88,7月30日,0.81,7月27日
054264永昌GE,68000,40000,3,1.7,1.69,1.7,1.74,7月30日,1.68,7月30日
054266永昌GG,500,1000,1,0.5,0.5,0.5,0.5,7月19日,0.5,7月19日
054268亞東53,140500,170000,6,0.83,0.82,0.82,0.93,7月19日,0.75,7月25日
054269亞東54,29440,44000,4,0.67,0.7,0.77,0.77,7月30日,0.65,7月20日
054270亞東55,11260,36000,6,0.31,0.31,0.33,0.37,7月24日,0.28,7月25日
054274凱基3T,3541820,1910000,63,1.85,1.91,2.39,2.45,7月30日,1.51,7月26日
054275凱基3U,228790,216000,16,1.06,0.97,1.14,1.14,7月31日,0.83,7月25日
054276凱基3V,16770,13000,1,1.29,1.29,1.29,1.29,7月27日,1.29,7月27日
054278群益HP,565170,502000,19,1.13,1.14,1.19,1.22,7月20日,1.07,7月26日
054279群益HQ,2722900,1185000,37,2.3,2.29,2.33,2.45,7月30日,2.09,7月24日
054280群益HR,766900,419000,9,1.83,1.76,1.66,1.92,7月20日,1.66,7月30日
054281群益HS,507240,477000,22,1.06,1.05,1.07,1.19,7月23日,0.97,7月25日
054282群益HV,57040,27000,8,2.11,2.07,2.13,2.4,7月19日,1.89,7月24日
054283JH永豐,200880,331000,16,0.61,0.57,0.54,0.74,7月19日,0.53,7月27日
054284JI永豐,386780,401000,18,0.96,0.95,0.93,1,7月19日,0.87,7月27日
054285JJ永豐,19900,28000,7,0.71,0.71,0.78,0.8,7月30日,0.67,7月24日
054286JK永豐,426120,530000,18,0.8,0.84,0.93,0.93,7月31日,0.75,7月26日
054287國泰B5,642950,711000,20,0.9,0.96,0.95,1.11,7月20日,0.82,7月25日
054288國泰B6,824750,1147000,35,0.72,0.79,0.88,0.88,7月31日,0.67,7月25日
054289元富3V,106500,100000,6,1.06,1.06,1.06,1.07,7月19日,1.06,7月20日
054290元富3W,2770420,3390000,48,0.82,0.83,0.9,0.9,7月31日,0.76,7月25日
054291元富3X,134400,51000,3,2.64,2.72,2.9,2.9,7月31日,2.55,7月27日
054292DR元大,3770680,4947000,175,0.76,0.73,0.82,0.86,7月19日,0.62,7月26日
054293國票JV,101700,100000,4,1.02,1.04,1.03,1.06,7月30日,1.01,7月31日
054294國票JW,17800,30000,2,0.59,0.59,0.58,0.6,7月30日,0.58,7月31日
054295國票JX,33000,40000,3,0.82,0.82,0.86,0.86,7月26日,0.79,7月25日
054296國票JY,319900,320000,24,1,0.98,0.89,1.16,7月24日,0.89,7月31日
054297大華1J,229330,345000,14,0.66,0.67,0.62,0.81,7月20日,0.59,7月26日
054299康和IP,1195640,922000,23,1.3,1.27,1.44,1.46,7月31日,1.19,7月27日
054300康和IQ,109140,77000,15,1.42,1.4,1.43,1.49,7月30日,1.34,7月26日
054301工銀H3,4440,8000,4,0.56,0.55,0.55,0.56,7月31日,0.55,7月31日
054303中信D1,1300370,612000,32,2.12,2.11,2.42,2.42,7月31日,1.87,7月26日
